"id";"F1";"F2";"F3";"F4";"F5";"F6";"F7";"F8";"F9";"F10";"FDR1";"FDR2";"FDR3";"FDR4";"FDR5";"FDR6";"FDR7";"FDR8";"FDR9";"FDR10"
"120";120;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"121";121;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"122";122;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"123";123;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"124";124;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"125";125;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"126";126;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"127";127;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"128";128;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"129";129;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"130";130;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"131";131;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"132";132;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"133";133;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"134";134;"SWA(H)";"BUR(A)";"SOU(H)";"MCI(A)";"MUN(A)";"CHE(H)";"NEW(A)";"WHU(H)";"TOT(A)";"EVE(H)";"2";"3";"2";"4";"4";"5";"2";"2";"5";"3"
"135";135;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"136";136;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"137";137;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"138";138;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"139";139;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"140";140;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"141";141;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"142";142;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"143";143;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"144";144;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"145";145;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"146";146;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"147";147;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"148";148;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"149";149;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"150";150;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"151";151;"STK(H)";"BHA(A)";"WHU(H)";"ARS(A)";"WAT(H)";"LEI(A)";"SOU(A)";"MCI(H)";"HUD(A)";"CHE(H)";"2";"2";"2";"4";"2";"3";"3";"4";"2";"5"
"152";152;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"153";153;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"154";154;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"155";155;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"156";156;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"157";157;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"158";158;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"159";159;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"160";160;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"161";161;"CHE(A)";"TOT(H)";"MUN(A)";"BOU(H)";"BUR(H)";"BHA(A)";"ARS(H)";"LEI(A)";"WAT(H)";"CRY(A)";"5";"4";"4";"2";"1";"2";"4";"3";"2";"2"
"162";162;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"163";163;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"164";164;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"165";165;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"166";166;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"167";167;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"168";168;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"169";169;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"170";170;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"171";171;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"172";172;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"173";173;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"174";174;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"175";175;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"176";176;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"177";177;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"178";178;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"179";179;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"180";180;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"181";181;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"182";182;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"183";183;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"184";184;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"185";185;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"186";186;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"187";187;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"188";188;"SOU(H)";"WHU(A)";"LEI(H)";"BUR(A)";"TOT(H)";"SWA(A)";"MUN(H)";"LIV(A)";"WBA(H)";"BOU(A)";"2";"2";"2";"3";"4";"2";"4";"4";"2";"2"
"189";189;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"190";190;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"191";191;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"192";192;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"193";193;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"194";194;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"195";195;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"196";196;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"197";197;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"198";198;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"199";199;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"200";200;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"201";201;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"202";202;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"203";203;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"204";204;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"205";205;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"206";206;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"207";207;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"208";208;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"209";209;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"210";210;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"211";211;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"212";212;"MUN(A)";"CHE(H)";"HUD(A)";"LIV(H)";"BOU(A)";"WBA(H)";"SWA(A)";"EVE(H)";"STK(A)";"MCI(H)";"4";"5";"2";"4";"2";"2";"2";"3";"2";"4"
"213";213;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"214";214;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"215";215;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"216";216;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"217";217;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"218";218;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"219";219;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"220";220;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"221";221;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"222";222;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"223";223;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"224";224;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"225";225;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"226";226;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"227";227;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"228";228;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"229";229;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"230";230;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"231";231;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"232";232;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"233";233;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"234";234;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"235";235;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"236";236;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"237";237;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"238";238;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
"239";239;"ARS(H)";"MCI(A)";"BUR(H)";"LEI(A)";"NEW(A)";"MUN(H)";"TOT(A)";"HUD(H)";"WHU(A)";"SOU(H)";"4";"4";"1";"3";"2";"4";"5";"1";"2";"2"
